No,Position Level,Position Title,State,Age,Years of Exp.,Industry,Qualification,Salary (Rp)
210,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,37,9,Agriculture / Plantations / Aquaculture,Bachelor's Degree,5400000
211,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,37,15,Construction,Bachelor's Degree,5000000
212,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,37,17,Manufacturing,Bachelor's Degree,5000000
213,Supervisor  /  Coordinator,Accounting Officer,Jawa Barat,37,14,Wholesale / Retail / Trading,Bachelor's Degree,3500000
214,Supervisor  /  Coordinator,Accounting Officer,Jawa Barat,36,12,Wholesale / Retail / Trading,Bachelor's Degree,6600000
215,Supervisor  /  Coordinator,Accounting Officer,Bangka Belitung,36,11,Agriculture / Plantations / Aquaculture,Bachelor's Degree,5700000
216,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,36,14,Services,Bachelor's Degree,5500000
217,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,35,12,Agriculture / Plantations / Aquaculture,Bachelor's Degree,6500000
218,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,35,6,Services,Bachelor's Degree,4250000
219,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,33,10,Services,Bachelor's Degree,6800000
220,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,33,5,Automotive / Heavy Industry,Bachelor's Degree,6500000
221,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,33,8,Agriculture / Plantations / Aquaculture,Bachelor's Degree,5000000
222,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,32,9,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6500000
223,Supervisor  /  Coordinator,Accounting Officer,Sumatera Utara,32,10,Automotive / Heavy Industry,Bachelor's Degree,6500000
224,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,32,7,Manufacturing,Bachelor's Degree,6272630
225,Supervisor  /  Coordinator,Accounting Officer,Jakarta Raya,32,9,Services,Bachelor's Degree,5500000
226,CEO  /  GM  /  Director  /  Senior Manager,Internal Auditor,Jawa Timur,50,26,Wholesale / Retail / Trading,Bachelor's Degree,15000000
227,CEO  /  GM  /  Director  /  Senior Manager,Internal Auditor,Jakarta Raya,36,11,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,13000000
228,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,55,32,Wholesale / Retail / Trading,Master's Degree / Post Graduate Degree,15000000
229,Manager  /  Assistant Manager,Internal Auditor,Jawa Timur,50,27,Manufacturing,Bachelor's Degree,12500000
230,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,44,18,Services,Bachelor's Degree,10000000
231,Manager  /  Assistant Manager,Internal Auditor,Jawa Timur,44,19,Wholesale / Retail / Trading,Bachelor's Degree,5000000
232,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,42,19,Agriculture / Plantations / Aquaculture,Associate Degree,15000000
233,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,42,18,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,15000000
234,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,42,15,Automotive / Heavy Industry,Bachelor's Degree,14000000
235,Manager  /  Assistant Manager,Internal Auditor,Banten,42,19,Energy / Electricity / Water / Natural Resources,Associate Degree,9000000
236,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,41,15,Services,Master's Degree / Post Graduate Degree,7000000
237,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,40,16,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,15000000
238,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,40,13,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,12000000
239,Manager  /  Assistant Manager,Internal Auditor,Sumatera Selatan,39,12,Agriculture / Plantations / Aquaculture,Bachelor's Degree,10850000
240,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,39,17,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,8000000
241,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,38,14,Agriculture / Plantations / Aquaculture,Bachelor's Degree,12400000
242,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,38,14,Automotive / Heavy Industry,Bachelor's Degree,9000000
243,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,37,11,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,8500000
244,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,36,12,Wholesale / Retail / Trading,Bachelor's Degree,12000000
245,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,36,12,Agriculture / Plantations / Aquaculture,Bachelor's Degree,10200000
246,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,36,11,Transport / Storage / Freight / Shipping,Bachelor's Degree,9000000
247,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,36,13,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,8000000
248,Manager  /  Assistant Manager,Internal Auditor,Jawa Barat,35,12,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,4000000
249,Manager  /  Assistant Manager,Internal Auditor,Jawa Tengah,34,12,Manufacturing,Bachelor's Degree,5000000
250,Manager  /  Assistant Manager,Internal Auditor,Jakarta Raya,33,9,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,15000000
251,Manager  /  Assistant Manager,Staff,Banten,47,22,0,Bachelor's Degree,6000000
252,Manager  /  Assistant Manager,Staff,Jawa Barat,45,16,Manufacturing,Master's Degree / Post Graduate Degree,5000000
253,Manager  /  Assistant Manager,Staff,Jakarta Raya,44,16,Construction,Bachelor's Degree,6500000
254,Manager  /  Assistant Manager,Staff,Jakarta Raya,43,18,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6000000
255,Manager  /  Assistant Manager,Staff,Jawa Barat,43,18,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,5000000
256,Manager  /  Assistant Manager,Staff,Jakarta Raya,41,15,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,10000000
257,Manager  /  Assistant Manager,Staff,Bali,41,19,Services,Bachelor's Degree,10000000
258,Manager  /  Assistant Manager,Staff,Riau,41,15,Manufacturing,Bachelor's Degree,10000000
259,Manager  /  Assistant Manager,Staff,Banten,41,15,Manufacturing,Master's Degree / Post Graduate Degree,8000000
260,Manager  /  Assistant Manager,Staff,Jakarta Raya,40,8,IT / Telecommunication,Master's Degree / Post Graduate Degree,7000000
261,Manager  /  Assistant Manager,Staff,Jawa Barat,39,17,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,4250000
262,Manager  /  Assistant Manager,Staff,Sumatera Utara,39,10,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,3000000
263,Manager  /  Assistant Manager,Staff,Jawa Barat,38,12,IT / Telecommunication,Bachelor's Degree,9500000
264,Manager  /  Assistant Manager,Staff,Jawa Barat,38,19,Wholesale / Retail / Trading,Bachelor's Degree,7000000
265,Manager  /  Assistant Manager,Staff,Jawa Timur,38,12,0,Bachelor's Degree,5000000
266,Manager  /  Assistant Manager,Staff,Jambi,37,17,Science / Technology,Master's Degree / Post Graduate Degree,8000000
267,Manager  /  Assistant Manager,Staff,Kalimantan Barat,37,11,Others,Bachelor's Degree,5000000
268,Manager  /  Assistant Manager,Staff,Jakarta Raya,37,9,Construction,Bachelor's Degree,3500000
269,Manager  /  Assistant Manager,Staff,Jakarta Raya,36,9,Construction,Bachelor's Degree,7000000
270,Manager  /  Assistant Manager,Staff,Jawa Barat,36,14,Others,Bachelor's Degree,6000000
271,Manager  /  Assistant Manager,Staff,Jawa Barat,36,10,0,Bachelor's Degree,5000000
272,Manager  /  Assistant Manager,Staff,Jawa Timur,36,13,Manufacturing,Associate Degree,4000000
273,Manager  /  Assistant Manager,Staff,Jakarta Raya,35,11,Others,Bachelor's Degree,8000000
274,Manager  /  Assistant Manager,Staff,Jawa Barat,35,10,Construction,Bachelor's Degree,7000000
275,Manager  /  Assistant Manager,Staff,Jakarta Raya,35,12,Agriculture / Plantations / Aquaculture,Bachelor's Degree,5200000
276,Manager  /  Assistant Manager,Geologist,Jakarta Raya,57,22,Services,Master's Degree / Post Graduate Degree,15000000
277,Manager  /  Assistant Manager,Geologist,Jawa Barat,44,12,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
278,Manager  /  Assistant Manager,Geologist,Yogyakarta,42,7,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
279,Manager  /  Assistant Manager,Geologist,Sulawesi Selatan,37,10,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
280,Manager  /  Assistant Manager,Geologist,Banten,36,12,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,12000000
281,Manager  /  Assistant Manager,Geologist,Jawa Tengah,35,10,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,10000000
282,Manager  /  Assistant Manager,Geologist,Kalimantan Timur,34,10,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,19000000
283,Manager  /  Assistant Manager,Geologist,Kalimantan Timur,34,11,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,18000000
284,Manager  /  Assistant Manager,Geologist,Banten,34,9,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,13000000
285,Manager  /  Assistant Manager,Geologist,Yogyakarta,33,8,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,20000000
286,Manager  /  Assistant Manager,Geologist,Sulawesi Selatan,33,8,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,20000000
287,Manager  /  Assistant Manager,Geologist,Jawa Barat,33,8,Services,Bachelor's Degree,15000000
288,Manager  /  Assistant Manager,Geologist,Jawa Tengah,33,9,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,10000000
289,Manager  /  Assistant Manager,Geologist,Jawa Barat,31,9,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,21000000
290,Manager  /  Assistant Manager,Geologist,Nusa Tenggara Barat,31,6,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,11500000
291,Manager  /  Assistant Manager,Geologist,Banten,31,6,Others,Bachelor's Degree,9500000
292,Manager  /  Assistant Manager,Geologist,Yogyakarta,29,7,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,17000000
293,Manager  /  Assistant Manager,Geologist,Jawa Barat,29,5,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
294,Manager  /  Assistant Manager,Geologist,Jakarta Raya,29,6,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,12000000
295,Manager  /  Assistant Manager,Geologist,Aceh,27,5,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
296,Supervisor  /  Coordinator,Geologist,Yogyakarta,43,11,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,14000000
297,Supervisor  /  Coordinator,Geologist,Nusa Tenggara Barat,43,14,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,7000000
298,Supervisor  /  Coordinator,Geologist,Jakarta Raya,42,14,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,18852000
299,Supervisor  /  Coordinator,Geologist,Kalimantan Timur,42,17,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
300,Supervisor  /  Coordinator,Geologist,Jawa Barat,40,15,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,17000000
301,Manager  /  Assistant Manager,Network Engineer,Jakarta Raya,37,14,IT / Telecommunication,Bachelor's Degree,8000000
302,Manager  /  Assistant Manager,Network Engineer,Banten,37,11,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,7500000
303,Manager  /  Assistant Manager,Network Engineer,Jawa Timur,33,14,Manufacturing,Bachelor's Degree,5000000
304,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,43,21,IT / Telecommunication,Bachelor's Degree,6000000
305,Supervisor  /  Coordinator,Network Engineer,Jawa Barat,40,19,IT / Telecommunication,Bachelor's Degree,5500000
306,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,40,13,IT / Telecommunication,Bachelor's Degree,5000000
307,Supervisor  /  Coordinator,Network Engineer,Jawa Barat,39,14,Services,Bachelor's Degree,7500000
308,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,36,9,Services,Bachelor's Degree,6500000
309,Supervisor  /  Coordinator,Network Engineer,Jawa Barat,36,10,IT / Telecommunication,Bachelor's Degree,6000000
310,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,36,10,IT / Telecommunication,Bachelor's Degree,6000000
311,Supervisor  /  Coordinator,Network Engineer,Banten,35,9,Manufacturing,Bachelor's Degree,7350000
312,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,34,9,Services,Bachelor's Degree,8000000
313,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,34,9,Services,Bachelor's Degree,7000000
314,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,33,8,IT / Telecommunication,Bachelor's Degree,7000000
315,Supervisor  /  Coordinator,Network Engineer,Jawa Timur,33,15,IT / Telecommunication,Bachelor's Degree,6300000
316,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,33,9,Wholesale / Retail / Trading,Bachelor's Degree,5000000
317,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,33,6,Services,Bachelor's Degree,5000000
318,Supervisor  /  Coordinator,Network Engineer,Kalimantan Barat,32,8,IT / Telecommunication,Bachelor's Degree,7075000
319,Supervisor  /  Coordinator,Network Engineer,Jawa Barat,32,10,Services,Bachelor's Degree,7000000
320,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,31,9,Manufacturing,Bachelor's Degree,7000000
321,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,31,8,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6000000
322,Supervisor  /  Coordinator,Network Engineer,Jakarta Raya,31,8,IT / Telecommunication,Bachelor's Degree,5300000
323,Supervisor  /  Coordinator,Network Engineer,Jawa Barat,31,6,IT / Telecommunication,Bachelor's Degree,5000000
324,Supervisor  /  Coordinator,Network Engineer,Banten,30,8,IT / Telecommunication,Associate Degree,6000000
325,Supervisor  /  Coordinator,Network Engineer,Jawa Timur,30,8,Services,Bachelor's Degree,5000000
326,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Jawa Barat,55,25,Construction,Bachelor's Degree,6000000
327,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Sumatera Barat,50,20,Construction,Bachelor's Degree,15000000
328,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Jawa Tengah,48,24,Construction,Bachelor's Degree,7500000
329,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Jakarta Raya,47,19,Energy / Electricity / Water / Natural Resources,Master's Degree / Post Graduate Degree,15000000
330,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Banten,47,20,Construction,Bachelor's Degree,15000000
331,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Bali,38,15,Services,Master's Degree / Post Graduate Degree,15000000
332,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Jawa Barat,38,7,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
333,CEO  /  GM  /  Director  /  Senior Manager,Engineer,Banten,35,9,Science / Technology,Bachelor's Degree,5000000
334,Manager  /  Assistant Manager,Engineer,Jakarta Raya,63,37,Services,Bachelor's Degree,15000000
335,Manager  /  Assistant Manager,Engineer,Jakarta Raya,58,28,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,10000000
336,Manager  /  Assistant Manager,Engineer,Jakarta Raya,57,29,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,14200000
337,Manager  /  Assistant Manager,Engineer,Riau,56,35,Services,Bachelor's Degree,13000000
338,Manager  /  Assistant Manager,Engineer,Jawa Barat,53,25,Construction,Bachelor's Degree,10000000
339,Manager  /  Assistant Manager,Engineer,Jawa Barat,53,28,Science / Technology,Master's Degree / Post Graduate Degree,8500000
340,Manager  /  Assistant Manager,Engineer,Banten,52,25,Agriculture / Plantations / Aquaculture,Bachelor's Degree,12000000
341,Manager  /  Assistant Manager,Engineer,Jakarta Raya,51,21,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,9000000
342,Manager  /  Assistant Manager,Engineer,Jawa Barat,50,27,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,15000000
343,Manager  /  Assistant Manager,Engineer,Jakarta Raya,50,24,IT / Telecommunication,Bachelor's Degree,10000000
344,Manager  /  Assistant Manager,Engineer,Kepulauan Riau,50,20,Manufacturing,Bachelor's Degree,7000000
345,Manager  /  Assistant Manager,Engineer,Banten,48,23,Manufacturing,Bachelor's Degree,15000000
346,Manager  /  Assistant Manager,Engineer,Jawa Barat,48,17,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
347,Manager  /  Assistant Manager,Engineer,Riau,48,20,Manufacturing,Bachelor's Degree,12000000
348,Manager  /  Assistant Manager,Engineer,Jawa Timur,48,24,Services,Master's Degree / Post Graduate Degree,10000000
349,Manager  /  Assistant Manager,Engineer,Jakarta Raya,48,23,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,8000000
350,Manager  /  Assistant Manager,Engineer,Jakarta Raya,47,19,Construction,Bachelor's Degree,14150000
351,CEO  /  GM  /  Director  /  Senior Manager,Purchasing,Jakarta Raya,51,23,IT / Telecommunication,Master's Degree / Post Graduate Degree,11000000
352,CEO  /  GM  /  Director  /  Senior Manager,Purchasing,Jawa Barat,51,25,Services,Bachelor's Degree,9500000
353,CEO  /  GM  /  Director  /  Senior Manager,Purchasing,Jawa Barat,45,24,Manufacturing,Associate Degree,20000000
